Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Errors_per_Word,Revisions_per_Word,Citations_per_Word,Is_AI_Assisted
Research_Paper,Undergraduate,Native,712,15.57,10,0.35,0.04,11.12,300.66,30.0,8.98,10.79,18.0,0.08,1.0,Calibri,4,0.014044943820224719,0.042134831460674156,0.025280898876404494,0
Essay,Undergraduate,Native,793,19.4,6,0.47,0.21,9.85,132.22,18.0,67.06,2.08,3.0,0.07,1.69,Helvetica,9,0.007566204287515763,0.02269861286254729,0.0037831021437578815,0
Essay,Undergraduate,Native,1190,7.1,8,0.7,0.17,12.81,179.18,14.0,48.42,8.32,1.0,0.02,1.49,Calibri,20,0.0067226890756302525,0.011764705882352941,0.0008403361344537816,0
Essay,High_School,Native,1374,7.64,6,0.56,0.32,7.29,140.42,25.0,47.91,3.79,3.0,0.08,1.0,Calibri,3,0.004366812227074236,0.018195050946142648,0.002183406113537118,0
Research_Paper,Undergraduate,Non_Native,1155,20.42,8,0.59,0.2,8.89,,24.0,42.36,3.02,17.0,0.05,2.09,Arial,13,0.006926406926406926,0.02077922077922078,0.01471861471861472,0
Essay,Undergraduate,Non_Native,787,18.47,6,0.65,0.29,10.16,190.49,23.0,29.5,13.03,3.0,0.02,1.54,Calibri,10,0.007623888182973317,0.029224904701397714,0.0038119440914866584,0
Research_Paper,Undergraduate,Native,1687,9.8,6,0.52,0.27,12.96,226.0,27.0,55.32,0.06,19.0,0.05,1.76,Times New Roman,5,0.0035566093657379964,0.016004742145820983,0.011262596324836989,0
Research_Paper,High_School,Native,1482,18.83,5,0.64,0.15,11.22,217.06,,64.06,,19.0,0.02,2.39,Helvetica,20,0.0033738191632928477,,0.01282051282051282,0
Lab_Report,Undergraduate,Native,1016,17.29,13,0.51,0.06,13.0,,20.0,37.79,0.48,4.0,0.02,1.44,Helvetica,22,0.012795275590551181,0.01968503937007874,0.003937007874015748,0
Research_Paper,Undergraduate,Non_Native,1479,16.61,11,0.69,0.16,10.52,167.53,26.0,,5.1,20.0,0.06,2.31,Helvetica,20,0.0074374577417173765,0.01757944557133198,0.013522650439486139,0
Essay,Undergraduate,Native,1182,21.7,1,0.73,0.28,13.4,1.47,0.0,,10.54,3.0,0.08,2.49,Helvetica,16,0.0008460236886632825,0.0,0.0025380710659898475,1
Lab_Report,High_School,Native,1518,20.22,10,0.67,0.27,11.3,138.98,32.0,33.22,1.56,4.0,0.03,1.0,Arial,7,0.006587615283267457,0.021080368906455864,0.002635046113306983,0
Essay,Undergraduate,Native,861,15.21,10,0.44,0.18,14.71,235.97,,37.15,0.66,4.0,0.07,2.76,Helvetica,19,0.011614401858304297,,0.004645760743321719,0
Research_Paper,Postgraduate,Native,1549,20.76,7,0.67,0.03,7.34,,24.0,55.38,0.05,20.0,0.03,1.53,Helvetica,5,0.004519044544867657,0.015493867010974823,0.012911555842479019,0
Lab_Report,Undergraduate,Non_Native,1639,24.31,12,0.74,0.26,11.93,206.06,23.0,59.89,,2.0,0.06,2.4,Arial,20,0.007321537522879805,0.014032946918852958,0.0012202562538133007,0
Research_Paper,Undergraduate,Non_Native,1524,21.1,4,0.59,0.17,10.0,165.58,21.0,52.75,0.04,16.0,0.04,1.0,Arial,2,0.0026246719160104987,0.013779527559055118,0.010498687664041995,0
Essay,Undergraduate,Non_Native,1184,15.29,9,0.69,0.15,12.62,74.03,24.0,58.66,4.68,3.0,0.08,1.15,Calibri,6,0.007601351351351352,0.02027027027027027,0.002533783783783784,0
Research_Paper,Undergraduate,Native,1123,11.78,9,0.55,0.37,8.22,93.6,36.0,36.84,3.87,,0.03,1.18,Helvetica,15,0.008014247551202136,0.032056990204808546,,0
Literature_Review,Undergraduate,Native,1125,11.92,10,0.72,0.13,7.48,143.35,22.0,51.62,9.59,30.0,0.07,1.0,Helvetica,18,0.008888888888888889,0.019555555555555555,0.02666666666666667,0
Research_Paper,Undergraduate,Native,1031,25.68,9,0.51,0.22,10.19,216.49,27.0,,2.82,17.0,0.03,1.88,Helvetica,22,0.008729388942774006,0.026188166828322017,0.016488845780795344,0
Literature_Review,Postgraduate,Non_Native,876,14.99,4,0.56,0.22,10.62,,,37.66,5.2,29.0,0.05,2.09,Times New Roman,22,0.0045662100456621,,0.033105022831050226,0
Lab_Report,Undergraduate,Native,969,14.08,8,0.75,0.09,9.65,216.97,23.0,,1.36,4.0,0.04,1.53,Helvetica,21,0.008255933952528379,0.023735810113519093,0.0041279669762641896,0
Essay,High_School,Native,1127,18.35,8,0.69,0.21,14.09,290.98,22.0,51.39,6.33,4.0,0.07,1.14,Helvetica,7,0.00709849157054126,0.019520851818988466,0.00354924578527063,0
Essay,Undergraduate,Native,1032,23.65,2,0.71,0.39,13.27,1.0,1.0,1200.0,5.31,3.0,0.07,2.38,Helvetica,23,0.001937984496124031,0.0009689922480620155,0.0029069767441860465,1
Essay,Undergraduate,Native,1048,16.27,4,0.52,0.15,11.47,199.97,22.0,,0.28,4.0,0.03,3.12,Times New Roman,9,0.003816793893129771,0.02099236641221374,0.003816793893129771,0
Lab_Report,Undergraduate,Native,694,8.92,8,0.72,0.08,12.04,226.94,18.0,45.75,4.39,3.0,0.05,1.95,Helvetica,15,0.011527377521613832,0.025936599423631124,0.004322766570605188,0
Lab_Report,High_School,Native,1230,13.38,7,0.68,0.13,11.84,203.47,15.0,18.54,20.13,4.0,0.04,1.83,Helvetica,5,0.005691056910569106,0.012195121951219513,0.0032520325203252032,0
Essay,High_School,Native,1375,14.88,8,0.6,0.15,14.41,80.94,16.0,49.32,1.3,,0.06,1.88,Times New Roman,21,0.005818181818181818,0.011636363636363636,,0
Essay,Undergraduate,Native,1663,12.76,4,0.67,0.28,7.41,156.49,30.0,29.48,4.88,3.0,0.03,1.94,Calibri,16,0.0024052916416115455,0.01803968731208659,0.0018039687312086591,0
Research_Paper,High_School,Non_Native,1884,22.95,2,0.71,0.37,12.87,13.45,,1200.0,7.39,5.0,0.07,2.7,Helvetica,9,0.0010615711252653928,,0.002653927813163482,1
Essay,Undergraduate,Native,1037,19.61,7,0.71,0.1,10.22,,30.0,47.25,,1.0,0.04,2.46,Arial,9,0.006750241080038573,0.02892960462873674,0.0009643201542912247,0
Lab_Report,Undergraduate,Non_Native,1071,19.35,16,0.52,0.12,12.68,174.69,23.0,45.68,3.27,5.0,0.05,1.81,Arial,6,0.014939309056956116,0.021475256769374416,0.004668534080298786,0
Essay,Undergraduate,Native,1326,14.01,8,0.65,0.25,10.61,164.53,17.0,56.18,17.33,3.0,0.03,1.43,Helvetica,20,0.006033182503770739,0.01282051282051282,0.0022624434389140274,0
Essay,Undergraduate,Native,902,17.04,9,0.66,0.2,11.27,111.75,19.0,65.19,14.59,,0.08,1.51,Arial,3,0.009977827050997782,0.02106430155210643,,0
Lab_Report,High_School,Native,1651,17.27,5,0.49,0.21,10.04,181.07,21.0,50.37,22.95,2.0,0.04,2.2,Calibri,2,0.0030284675953967293,0.012719563900666263,0.0012113870381586917,0
Research_Paper,Undergraduate,Non_Native,1045,10.46,5,0.63,0.26,6.75,116.33,32.0,45.41,8.23,19.0,0.05,1.0,Times New Roman,5,0.004784688995215311,0.03062200956937799,0.01818181818181818,0
Essay,Postgraduate,Native,1699,20.02,8,0.69,0.23,10.13,232.76,30.0,36.46,0.71,1.0,0.04,1.2,Helvetica,16,0.004708652148322542,0.017657445556209534,0.0005885815185403178,0
Research_Paper,Undergraduate,Non_Native,640,18.33,3,0.57,0.18,10.8,253.97,19.0,48.38,0.49,17.0,0.06,1.53,Helvetica,0,0.0046875,0.0296875,0.0265625,0
Research_Paper,Postgraduate,Native,1163,14.22,11,0.53,0.24,9.88,235.36,20.0,,9.02,19.0,0.02,2.52,Times New Roman,9,0.009458297506448839,0.017196904557179708,0.01633705932932072,0
Essay,High_School,Native,1403,20.72,4,0.58,0.2,8.59,246.76,28.0,41.66,8.7,8.0,0.08,2.09,Times New Roman,19,0.002851033499643621,0.019957234497505347,0.005702066999287242,0
Research_Paper,Undergraduate,Native,1737,14.64,9,0.56,0.24,10.21,207.48,25.0,24.69,1.55,16.0,0.09,1.43,Arial,18,0.0051813471502590676,0.014392630972941854,0.009211283822682787,0
Essay,Undergraduate,Native,1598,19.37,12,0.61,0.2,10.72,,22.0,29.57,0.52,6.0,0.08,1.62,Arial,22,0.007509386733416771,0.01376720901126408,0.0037546933667083854,0
Essay,High_School,Native,523,18.52,7,0.55,0.33,11.26,137.46,20.0,54.63,7.42,3.0,0.02,2.07,Times New Roman,19,0.01338432122370937,0.03824091778202677,0.0057361376673040155,0
Literature_Review,Postgraduate,Native,1306,16.77,9,0.57,0.13,11.25,164.83,20.0,50.63,5.58,27.0,0.09,1.56,Calibri,16,0.006891271056661562,0.015313935681470138,0.020673813169984685,0
Lab_Report,Undergraduate,Native,1219,13.65,11,0.53,0.26,10.59,174.87,26.0,25.44,54.07,4.0,0.04,2.41,Times New Roman,4,0.009023789991796555,0.02132895816242822,0.003281378178835111,0
Essay,Undergraduate,Native,961,22.11,9,0.52,0.31,7.68,241.98,26.0,67.49,4.99,0.0,0.03,2.05,Calibri,14,0.009365244536940686,0.027055150884495317,0.0,0
Research_Paper,High_School,Non_Native,1595,14.72,12,0.58,0.13,12.42,167.52,27.0,40.42,6.48,17.0,0.05,2.12,Calibri,21,0.007523510971786834,0.016927899686520375,0.010658307210031349,0
Essay,Postgraduate,Native,1128,26.02,10,0.46,0.3,11.82,171.57,21.0,37.69,4.17,2.0,0.07,2.56,Times New Roman,3,0.008865248226950355,0.018617021276595744,0.0017730496453900709,0
Research_Paper,Undergraduate,Native,1211,23.2,0,0.71,0.35,14.75,5.12,3.0,1200.0,1.31,3.0,0.09,2.96,Arial,17,0.0,0.002477291494632535,0.002477291494632535,1
Research_Paper,High_School,Native,1055,12.8,13,0.71,0.28,11.14,180.12,23.0,48.46,1.75,,0.06,1.4,Times New Roman,3,0.012322274881516588,0.021800947867298578,,0
Essay,Postgraduate,Native,1499,13.97,5,0.59,0.05,9.25,119.26,34.0,69.6,1.3,2.0,0.04,2.61,Helvetica,4,0.00333555703802535,0.02268178785857238,0.00133422281521014,0
Essay,Postgraduate,Native,919,18.29,10,0.55,0.03,7.75,215.98,29.0,81.85,,4.0,0.03,2.18,Arial,19,0.01088139281828074,0.031556039173014146,0.004352557127312296,0
Lab_Report,Undergraduate,Native,583,19.88,5,0.57,0.14,12.55,175.87,,35.5,6.78,,0.05,1.29,Arial,5,0.008576329331046312,,,0
Literature_Review,Undergraduate,Native,891,20.08,5,0.48,0.07,11.32,186.21,27.0,10.62,4.68,30.0,0.01,2.28,Helvetica,15,0.005611672278338945,0.030303030303030304,0.03367003367003367,0
Research_Paper,High_School,Native,677,23.25,5,0.72,0.18,12.79,164.04,19.0,56.93,2.16,19.0,0.07,2.29,Times New Roman,22,0.007385524372230428,0.028064992614475627,0.028064992614475627,0
Research_Paper,Undergraduate,Native,1079,18.61,1,0.75,0.39,13.85,43.96,2.0,1200.0,1.11,9.0,0.07,2.02,Helvetica,21,0.0009267840593141798,0.0018535681186283596,0.008341056533827619,1
Essay,High_School,Non_Native,1471,15.58,6,0.58,0.18,7.7,89.85,27.0,45.31,10.4,3.0,0.05,1.98,Helvetica,20,0.004078857919782461,0.018354860639021073,0.0020394289598912306,0
Research_Paper,Undergraduate,Native,793,14.18,11,0.6,0.07,10.53,252.91,22.0,46.45,17.37,21.0,0.07,1.88,Times New Roman,4,0.013871374527112233,0.027742749054224466,0.02648171500630517,0
Research_Paper,Undergraduate,Native,1223,17.06,8,0.38,0.29,7.57,41.32,,24.27,0.32,17.0,0.06,1.09,Helvetica,9,0.006541291905151268,,0.013900245298446443,0
Lab_Report,Undergraduate,Native,1413,6.73,10,0.6,0.13,8.53,74.92,,35.01,9.54,4.0,0.03,1.86,Arial,17,0.007077140835102618,,0.0028308563340410475,0
Research_Paper,High_School,Native,1145,22.21,4,0.72,0.37,15.56,,2.0,1200.0,3.45,8.0,0.08,3.43,Times New Roman,5,0.0034934497816593887,0.0017467248908296944,0.0069868995633187774,1
Essay,Postgraduate,Native,1027,13.94,8,0.73,0.13,6.67,190.99,24.0,72.26,32.61,3.0,0.04,1.95,Times New Roman,16,0.007789678675754625,0.023369036027263874,0.0029211295034079843,0
Literature_Review,Undergraduate,Native,1127,11.25,12,0.5,0.18,8.15,232.07,36.0,32.61,2.66,32.0,0.04,1.68,Arial,6,0.01064773735581189,0.03194321206743567,0.02839396628216504,0
Essay,Postgraduate,Native,904,18.97,6,0.65,0.13,8.75,241.87,22.0,68.0,0.23,3.0,0.04,2.26,Times New Roman,23,0.00663716814159292,0.024336283185840708,0.00331858407079646,0
Lab_Report,Undergraduate,Non_Native,707,10.58,9,0.61,0.09,11.72,167.48,40.0,39.62,15.35,3.0,0.02,1.88,Times New Roman,15,0.01272984441301273,0.056577086280056574,0.004243281471004243,0
Essay,High_School,Native,778,23.04,6,0.69,0.13,15.02,181.6,23.0,37.41,12.44,3.0,0.03,1.55,Times New Roman,1,0.007712082262210797,0.02956298200514139,0.0038560411311053984,0
Research_Paper,Undergraduate,Non_Native,974,26.67,8,0.66,0.0,10.76,26.0,,41.66,1.64,18.0,0.05,1.88,Calibri,19,0.008213552361396304,,0.018480492813141684,0
Research_Paper,Undergraduate,Native,902,17.24,12,0.62,0.21,7.35,251.55,,35.23,1.52,19.0,0.04,1.18,Calibri,0,0.013303769401330377,,0.02106430155210643,0
Literature_Review,Postgraduate,Native,651,21.0,4,0.57,0.13,13.99,115.81,24.0,44.07,10.47,26.0,0.05,1.59,Helvetica,4,0.006144393241167435,0.03686635944700461,0.039938556067588324,0
Research_Paper,Undergraduate,Native,1479,13.55,10,0.55,0.16,8.86,213.76,,19.51,3.61,19.0,0.06,1.0,Times New Roman,14,0.0067613252197430695,,0.012846517917511832,0
Research_Paper,High_School,Native,1847,10.03,12,0.57,0.29,9.03,,37.0,,9.17,17.0,0.06,1.47,Helvetica,8,0.006497022198159177,0.020032485110990796,0.009204114780725501,0
Essay,Postgraduate,Non_Native,1036,21.34,9,0.64,0.1,8.77,130.71,24.0,42.65,1.24,4.0,0.08,2.05,Times New Roman,19,0.008687258687258687,0.023166023166023165,0.003861003861003861,0
Essay,Undergraduate,Native,1085,7.7,6,0.59,0.09,5.36,97.98,24.0,45.21,20.45,3.0,0.04,2.23,Arial,7,0.005529953917050691,0.022119815668202765,0.0027649769585253456,0
Essay,Undergraduate,Native,1549,20.06,9,0.68,0.04,12.24,107.47,,33.18,33.36,4.0,0.04,2.07,Arial,7,0.005810200129115558,,0.0025823111684958036,0
Lab_Report,Undergraduate,Non_Native,823,18.39,5,0.59,0.14,11.5,174.99,18.0,63.45,,2.0,0.04,1.15,Calibri,20,0.006075334143377886,0.02187120291616039,0.002430133657351154,0
Research_Paper,Undergraduate,Native,1071,17.14,10,0.61,0.17,13.03,93.63,30.0,45.62,11.4,,0.02,1.93,Helvetica,15,0.009337068160597572,0.028011204481792718,,0
Essay,Undergraduate,Native,1433,14.99,8,0.59,0.17,13.9,208.45,21.0,65.47,0.82,3.0,0.04,2.03,Arial,15,0.005582693649685973,0.01465457083042568,0.00209351011863224,0
Essay,High_School,Native,1594,18.95,11,0.54,0.23,13.03,272.04,30.0,37.29,3.04,3.0,0.06,1.29,Times New Roman,9,0.006900878293601004,0.018820577164366373,0.0018820577164366374,0
Lab_Report,Postgraduate,Native,1700,23.04,2,0.75,0.39,13.33,2.09,0.0,0.0,0.72,0.0,0.08,2.33,Times New Roman,3,0.001176470588235294,0.0,0.0,1
Research_Paper,Undergraduate,Non_Native,1452,22.46,3,0.77,0.31,14.96,13.51,3.0,0.0,9.25,7.0,0.08,2.83,Times New Roman,17,0.002066115702479339,0.002066115702479339,0.0048209366391184574,1
Research_Paper,High_School,Native,1667,12.21,9,0.63,0.18,12.23,183.12,30.0,63.72,3.39,18.0,0.02,1.44,Times New Roman,20,0.005398920215956809,0.017996400719856028,0.010797840431913617,0
Lab_Report,Undergraduate,Native,1324,22.48,6,0.67,0.26,9.68,256.09,,43.56,10.06,2.0,0.08,1.86,Arial,5,0.004531722054380665,,0.0015105740181268882,0
Lab_Report,Undergraduate,Native,1274,22.52,9,0.7,0.11,13.14,160.43,22.0,55.79,10.21,1.0,0.05,2.19,Calibri,11,0.00706436420722135,0.01726844583987441,0.0007849293563579278,0
Research_Paper,Undergraduate,Native,1804,8.49,5,0.64,0.16,15.56,195.14,22.0,49.65,7.97,20.0,0.04,1.55,Arial,19,0.002771618625277162,0.012195121951219513,0.011086474501108648,0
Essay,Undergraduate,Native,1120,22.01,0,0.78,0.31,13.99,1.78,2.0,0.0,0.56,4.0,0.07,3.17,Helvetica,19,0.0,0.0017857142857142857,0.0035714285714285713,1
Essay,Undergraduate,Native,1668,23.61,3,0.8,0.4,12.7,3.03,2.0,0.0,1.6,3.0,0.1,2.05,Calibri,10,0.0017985611510791368,0.001199040767386091,0.0017985611510791368,1
Lab_Report,Postgraduate,Non_Native,1089,19.53,2,0.74,0.35,14.74,35.04,1.0,1200.0,4.2,0.0,0.08,2.3,Helvetica,12,0.0018365472910927456,0.0009182736455463728,0.0,1
Research_Paper,Postgraduate,Native,309,11.41,6,0.74,0.29,13.39,229.71,19.0,29.01,15.51,15.0,0.02,1.72,Calibri,18,0.019417475728155338,0.061488673139158574,0.04854368932038835,0
Essay,High_School,Native,823,13.69,8,0.67,0.23,9.49,171.44,25.0,60.09,6.35,7.0,0.09,1.98,Arial,0,0.009720534629404616,0.030376670716889428,0.00850546780072904,0
Research_Paper,Undergraduate,Native,837,21.09,12,0.51,0.26,9.92,250.59,,24.44,6.1,19.0,0.07,1.88,Times New Roman,8,0.014336917562724014,,0.022700119474313024,0
Essay,Undergraduate,Non_Native,1807,10.19,8,0.59,0.34,12.5,223.08,,32.1,3.3,,0.07,2.11,Helvetica,17,0.004427227448810182,,,0
Literature_Review,Undergraduate,Native,1131,15.98,10,0.52,0.23,10.05,206.31,21.0,48.14,3.82,32.0,0.08,1.0,Helvetica,20,0.008841732979664015,0.01856763925729443,0.028293545534924844,0
Essay,Postgraduate,Native,1034,14.72,5,0.63,0.34,10.6,137.2,23.0,48.98,3.12,2.0,0.03,1.6,Arial,9,0.004835589941972921,0.022243713733075435,0.0019342359767891683,0
Literature_Review,Undergraduate,Non_Native,1747,17.47,7,0.45,0.13,13.71,158.37,18.0,47.38,11.31,27.0,0.02,2.34,Helvetica,15,0.004006868918145392,0.01030337721808815,0.015455065827132226,0
Research_Paper,Undergraduate,Native,1095,20.3,3,0.68,0.35,14.82,26.25,5.0,1200.0,2.63,7.0,0.08,2.07,Arial,10,0.0027397260273972603,0.0045662100456621,0.006392694063926941,1
Essay,Undergraduate,Native,1331,14.17,4,0.56,0.33,13.21,89.35,,59.59,9.69,7.0,0.08,1.71,Arial,1,0.003005259203606311,,0.005259203606311044,0
Essay,Undergraduate,Native,1487,14.89,6,0.5,0.11,12.94,154.6,27.0,10.56,18.02,2.0,0.04,1.69,Times New Roman,20,0.004034969737726967,0.01815736381977135,0.0013449899125756557,0
Essay,Postgraduate,Native,871,21.2,1,0.63,0.39,15.24,39.78,4.0,1200.0,3.0,,0.08,2.22,Times New Roman,4,0.001148105625717566,0.004592422502870264,,1
Research_Paper,Undergraduate,Native,897,13.74,9,0.57,0.17,6.75,114.86,24.0,50.82,39.98,18.0,0.03,1.0,Times New Roman,12,0.010033444816053512,0.026755852842809364,0.020066889632107024,0
Research_Paper,High_School,Non_Native,1131,21.02,1,0.79,0.33,14.77,30.87,2.0,,6.74,,0.08,1.78,Calibri,13,0.0008841732979664014,0.0017683465959328027,,1
Research_Paper,Undergraduate,Native,1148,24.31,1,0.69,0.34,13.71,,,1200.0,0.74,9.0,0.09,3.12,Times New Roman,5,0.0008710801393728223,,0.0078397212543554,1
Literature_Review,Undergraduate,Native,1790,20.98,9,0.49,0.25,9.2,170.37,24.0,60.53,19.5,29.0,0.04,1.0,Helvetica,0,0.005027932960893855,0.013407821229050279,0.016201117318435754,0
Essay,Undergraduate,Native,729,27.23,10,0.54,0.14,8.36,247.69,,23.17,11.02,4.0,0.06,2.55,Calibri,11,0.013717421124828532,,0.0054869684499314125,0
Essay,High_School,Native,1691,15.88,14,0.55,0.14,13.67,189.04,23.0,55.29,2.69,0.0,0.03,2.61,Times New Roman,3,0.00827912477823773,0.013601419278533412,0.0,0
Research_Paper,Postgraduate,Native,1238,22.59,6,0.55,0.15,8.8,250.75,30.0,37.52,6.12,13.0,0.03,1.37,Times New Roman,13,0.004846526655896607,0.024232633279483037,0.01050080775444265,0
Research_Paper,Undergraduate,Native,1313,17.54,8,0.55,0.21,9.35,233.73,,27.1,1.16,18.0,0.07,2.88,Calibri,15,0.006092916984006093,,0.013709063214013708,0
Lab_Report,High_School,Native,1084,11.65,8,0.66,0.22,14.86,163.92,24.0,51.54,23.65,3.0,0.03,1.92,Calibri,2,0.007380073800738007,0.02214022140221402,0.0027675276752767526,0
Research_Paper,Undergraduate,Native,1357,14.67,9,0.5,0.1,9.46,179.19,27.0,15.71,6.49,17.0,0.08,1.95,Times New Roman,1,0.006632277081798084,0.01989683124539425,0.012527634487840826,0
Essay,Undergraduate,Native,726,17.73,0,0.77,0.41,13.37,8.9,4.0,1200.0,2.55,0.0,0.07,2.53,Times New Roman,12,0.0,0.005509641873278237,0.0,1
Essay,High_School,Native,731,17.17,10,0.54,0.25,8.71,95.9,27.0,39.65,11.99,6.0,0.03,1.11,Helvetica,19,0.013679890560875513,0.036935704514363885,0.008207934336525308,0
Lab_Report,Postgraduate,Native,927,21.48,0,0.7,0.33,13.4,2.92,1.0,1200.0,2.65,1.0,0.07,2.82,Times New Roman,21,0.0,0.0010787486515641855,0.0010787486515641855,1
Essay,High_School,Native,1244,24.55,11,0.73,0.28,10.99,236.03,,38.68,11.8,3.0,0.07,1.88,Times New Roman,22,0.008842443729903537,,0.002411575562700965,0
Essay,Undergraduate,Native,837,13.09,2,0.46,0.03,10.65,194.03,22.0,59.6,5.42,4.0,0.05,1.22,Calibri,8,0.0023894862604540022,0.026284348864994027,0.0047789725209080045,0
Essay,Undergraduate,Non_Native,1030,11.64,12,0.65,0.11,10.91,240.89,30.0,29.64,3.32,7.0,0.02,1.86,Times New Roman,8,0.011650485436893204,0.02912621359223301,0.006796116504854369,0
Research_Paper,Undergraduate,Non_Native,813,21.72,2,0.78,0.4,15.38,25.32,2.0,1200.0,0.37,10.0,0.08,2.5,Times New Roman,11,0.0024600246002460025,0.0024600246002460025,0.012300123001230012,1
Lab_Report,Undergraduate,Non_Native,857,17.05,5,0.58,0.05,14.93,272.42,22.0,48.49,9.1,2.0,0.07,1.0,Times New Roman,2,0.005834305717619603,0.025670945157526253,0.002333722287047841,0
Research_Paper,Undergraduate,Native,1318,12.92,5,0.55,0.35,8.6,138.96,32.0,34.25,20.25,,0.07,2.07,Calibri,8,0.0037936267071320183,0.024279210925644917,,0
Lab_Report,Undergraduate,Non_Native,1244,24.32,4,0.77,0.42,15.43,22.42,1.0,1200.0,2.07,2.0,0.08,2.2,Helvetica,12,0.003215434083601286,0.0008038585209003215,0.001607717041800643,1
Essay,Postgraduate,Native,925,14.9,9,0.78,0.29,9.3,144.15,32.0,53.59,6.41,5.0,0.05,3.72,Times New Roman,3,0.00972972972972973,0.034594594594594595,0.005405405405405406,0
Research_Paper,Undergraduate,Native,1343,18.88,2,0.54,0.06,11.72,252.92,,42.71,4.8,19.0,0.04,1.29,Arial,17,0.0014892032762472078,,0.014147431124348473,0
Research_Paper,Undergraduate,Native,1748,9.68,6,0.53,0.29,11.66,170.46,27.0,,1.24,,0.07,1.23,Times New Roman,4,0.003432494279176201,0.015446224256292907,,0
Lab_Report,High_School,Native,1340,24.87,10,0.67,0.14,13.23,199.86,27.0,57.29,7.18,3.0,0.03,1.17,Helvetica,2,0.007462686567164179,0.020149253731343283,0.002238805970149254,0
Essay,Postgraduate,Non_Native,986,14.24,9,0.53,0.25,12.35,,15.0,,6.37,0.0,0.04,2.58,Times New Roman,3,0.009127789046653144,0.015212981744421906,0.0,0
Essay,Postgraduate,Native,1397,14.9,10,0.62,0.17,9.72,93.61,33.0,44.82,,7.0,0.06,1.17,Calibri,8,0.0071581961345740875,0.023622047244094488,0.005010737294201861,0
Lab_Report,Postgraduate,Native,659,16.27,6,0.64,0.13,8.42,98.14,31.0,58.51,3.53,0.0,0.02,2.82,Helvetica,5,0.009104704097116844,0.04704097116843703,0.0,0
Research_Paper,Postgraduate,Non_Native,1405,15.3,8,0.7,0.09,12.53,193.65,25.0,58.13,4.44,17.0,0.05,2.89,Calibri,13,0.0056939501779359435,0.017793594306049824,0.012099644128113879,0
Research_Paper,Postgraduate,Native,955,17.65,7,0.56,0.24,10.71,127.41,36.0,34.45,10.38,19.0,0.0,1.1,Calibri,20,0.007329842931937173,0.03769633507853403,0.019895287958115182,0
Literature_Review,Postgraduate,Native,1110,22.87,4,0.58,0.05,12.8,228.48,28.0,13.81,1.11,26.0,0.07,2.73,Calibri,16,0.0036036036036036037,0.025225225225225224,0.023423423423423424,0
Essay,Undergraduate,Native,1456,19.84,12,0.6,0.24,14.68,,,,0.78,2.0,0.08,2.25,Times New Roman,22,0.008241758241758242,,0.0013736263736263737,0
Lab_Report,High_School,Native,1429,16.24,48,0.59,0.15,17.76,1476.53,20.0,49.12,9.25,1.0,0.06,2.54,Times New Roman,13,0.03358992302309307,0.013995801259622114,0.0006997900629811056,0
Essay,Undergraduate,Non_Native,1985,15.01,7,0.54,0.16,11.67,239.86,32.0,62.57,5.26,6.0,0.07,1.47,Times New Roman,5,0.003526448362720403,0.016120906801007556,0.003022670025188917,0
Research_Paper,Undergraduate,Native,1946,21.62,1,0.77,0.31,14.71,,2.0,1200.0,2.81,6.0,0.08,1.87,Arial,20,0.0005138746145940391,0.0010277492291880781,0.003083247687564234,1
Research_Paper,Undergraduate,Non_Native,928,21.05,6,0.41,0.22,14.93,142.7,27.0,48.39,0.97,16.0,0.03,1.74,Calibri,14,0.00646551724137931,0.029094827586206896,0.017241379310344827,0
Essay,Undergraduate,Non_Native,1645,14.37,9,0.71,0.1,7.87,132.79,32.0,,32.12,1.0,0.08,1.5,Arial,9,0.00547112462006079,0.019452887537993922,0.0006079027355623101,0
Lab_Report,Postgraduate,Non_Native,413,15.85,5,0.61,0.23,8.12,126.26,20.0,49.63,2.84,3.0,0.06,1.92,Arial,22,0.012106537530266344,0.048426150121065374,0.007263922518159807,0
Lab_Report,Undergraduate,Native,825,23.13,5,0.58,0.27,10.94,175.94,30.0,71.29,,4.0,0.03,2.4,Calibri,21,0.006060606060606061,0.03636363636363636,0.0048484848484848485,0
Literature_Review,Undergraduate,Native,1442,13.78,5,0.58,0.19,15.77,238.58,17.0,53.54,1.93,30.0,0.09,2.94,Calibri,13,0.0034674063800277394,0.011789181692094313,0.020804438280166437,0
Literature_Review,Undergraduate,Native,300,14.53,10,0.51,0.18,9.01,113.61,22.0,60.58,4.33,,0.01,1.07,Times New Roman,9,0.03333333333333333,0.07333333333333333,,0
Literature_Review,Postgraduate,Native,996,19.95,8,0.55,0.18,8.87,182.04,,37.05,3.52,29.0,0.02,1.58,Times New Roman,2,0.008032128514056224,,0.029116465863453816,0
Essay,Undergraduate,Native,739,19.85,11,0.66,0.14,10.29,165.18,27.0,48.37,,6.0,0.06,1.95,Arial,10,0.014884979702300407,0.036535859269282815,0.008119079837618403,0
